AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2018,4,50,META,50110,BARRANCA DE UPÍA,379,6440,"5,89"
2016,1,19,CAUCA,19450,MERCADERES,17,22225,"0,08"
2018,2,15,BOYACÁ,15690,SANTA MARÍA,174,3559,"4,89"
2018,1,73,TOLIMA,73555,PLANADAS,578,25764,"2,24"
2019,2,15,BOYACÁ,15362,IZA,95,1972,"4,82"
2017,1,08,ATLÁNTICO,08560,PONEDERA,14,23193,"0,06"
2017,4,05,ANTIOQUIA,05113,BURITICÁ,289,9212,"3,14"
2019,2,68,SANTANDER,68169,CHARTA,54,2883,"1,87"
2018,2,17,CALDAS,17088,BELALCÁZAR,186,10660,"1,74"
2019,1,18,CAQUETA,18753,SAN VICENTE DEL CAGUÁN,3445,51714,"6,66"
2017,3,52,NARIÑO,52490,OLAYA HERRERA,11,25556,"0,04"
2020,3,18,CAQUETA,18094,BELÉN DE LOS ANDAQUÍES,25,11221,"0,22"
2018,4,18,CAQUETA,18029,ALBANIA,17,4675,"0,36"
2017,4,47,MAGDALENA,47675,SALAMINA,700,10511,"6,66"
2019,2,05,ANTIOQUIA,05425,MACEO,548,8218,"6,67"
2017,1,85,CASANARE,85430,TRINIDAD,344,12968,"2,65"
2016,3,73,TOLIMA,73671,SALDAÑA,548,14513,"3,78"
2020,2,05,ANTIOQUIA,05873,VIGÍA DEL FUERTE,237,9409,"2,52"
2019,1,68,SANTANDER,68464,MOGOTES,203,10576,"1,92"
2019,3,54,NORTE DE SANTANDER,54223,CUCUTILLA,84,8307,"1,01"
2016,1,44,LA GUAJIRA,44035,ALBANIA,943,26874,"3,51"
2016,2,52,NARIÑO,52621,ROBERTO PAYÁN,9,12615,"0,07"
2020,2,52,NARIÑO,52835,TUMACO - SAN ANDRES DE TUMACO,7083,260054,"2,72"
2016,1,15,BOYACÁ,15835,TURMEQUÉ,142,6119,"2,32"
2019,1,15,BOYACÁ,15839,TUTAZÁ,26,2037,"1,28"
2015,4,54,NORTE DE SANTANDER,54051,ARBOLEDAS,18,9321,"0,19"
2020,2,95,GUAVIARE,95025,EL RETORNO,36,15211,"0,24"
2020,3,13,BOLÍVAR,13458,MONTECRISTO,142,17445,"0,81"
2019,4,47,MAGDALENA,47545,PIJIÑO DEL CARMEN,5,12548,"0,04"
2018,4,15,BOYACÁ,15494,NUEVO COLÓN,108,5121,"2,11"
2019,4,68,SANTANDER,68895,ZAPATOCA,36,9507,"0,38"
2018,3,15,BOYACÁ,15837,TUTA,267,8266,"3,23"
2016,4,05,ANTIOQUIA,05088,BELLO,89782,499621,"17,97"
2017,1,15,BOYACÁ,15180,CHISCAS,102,4041,"2,52"
2016,3,18,CAQUETA,18001,FLORENCIA,16411,167157,"9,82"
2020,2,05,ANTIOQUIA,05490,NECOCLÍ,1986,43840,"4,53"
2018,4,05,ANTIOQUIA,05756,SONSON,2555,36321,"7,03"
2017,3,15,BOYACÁ,15740,SIACHOQUE,81,6712,"1,21"
2019,4,15,BOYACÁ,15693,SANTA ROSA DE VITERBO,48,13205,"0,36"
2017,4,73,TOLIMA,73319,GUAMO,1676,33026,"5,07"
2017,3,68,SANTANDER,68322,GUAPOTÁ,43,2355,"1,83"
2018,4,76,VALLE DEL CAUCA,76823,TORO,860,14612,"5,89"
2017,1,76,VALLE DEL CAUCA,76736,SEVILLA,3540,42466,"8,34"
2018,2,73,TOLIMA,73870,VILLAHERMOSA,257,9283,"2,77"
2018,4,52,NARIÑO,52051,ARBOLEDA,62,8443,"0,73"
2020,4,15,BOYACÁ,15835,TURMEQUÉ,130,6272,"2,07"
2018,3,15,BOYACÁ,15226,CUÍTIVA,29,1798,"1,61"
2019,2,70,SUCRE,70001,SINCELEJO,37020,286635,"12,92"
2016,1,05,ANTIOQUIA,05284,FRONTINO,948,20813,"4,55"
2016,1,19,CAUCA,19698,SANTANDER DE QUILICHAO,7012,107906,"6,50"
2020,1,73,TOLIMA,73585,PURIFICACIÓN,1197,23741,"5,04"
2018,1,66,RISARALDA,66594,QUINCHÍA,399,27292,"1,46"
2018,3,05,ANTIOQUIA,05038,ANGOSTURA,347,11437,"3,03"
2020,1,52,NARIÑO,52838,TÚQUERRES,1016,45581,"2,23"
2017,2,25,CUNDINAMARCA,25245,EL COLEGIO,797,22832,"3,49"
2020,2,25,CUNDINAMARCA,25754,SOACHA,131877,715252,"18,44"
2015,4,08,ATLÁNTICO,08433,MALAMBO,10291,119329,"8,62"
2020,3,91,AMAZONAS,91407,LA PEDRERA,2,3985,"0,05"
2017,2,19,CAUCA,19821,TORIBIO,18,34322,"0,05"
2020,3,05,ANTIOQUIA,05001,MEDELLÍN,659447,2519592,"26,17"
2016,4,15,BOYACÁ,15522,PANQUEBA,33,1737,"1,90"
2018,1,47,MAGDALENA,47675,SALAMINA,700,10733,"6,52"
2018,1,44,LA GUAJIRA,44035,ALBANIA,986,29148,"3,38"
2019,4,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,3957,44802,"8,83"
2017,2,52,NARIÑO,52685,SAN BERNARDO,128,9229,"1,39"
2016,4,25,CUNDINAMARCA,25779,SUSA,105,6114,"1,72"
2020,4,08,ATLÁNTICO,08296,GALAPA,7398,65057,"11,37"
2017,3,25,CUNDINAMARCA,25898,ZIPACÓN,59,4501,"1,31"
2017,2,68,SANTANDER,68615,RIONEGRO,221,26212,"0,84"
2019,1,41,HUILA,41872,VILLAVIEJA,84,7247,"1,16"
2020,4,13,BOLÍVAR,13838,TURBANÁ,726,17183,"4,23"
2020,3,68,SANTANDER,68573,PUERTO PARRA,271,7771,"3,49"
2019,1,41,HUILA,41006,ACEVEDO,782,25046,"3,12"
2018,3,25,CUNDINAMARCA,25099,BOJACÁ,316,9913,"3,19"
2018,4,25,CUNDINAMARCA,25885,YACOPÍ,198,12322,"1,61"
2019,2,25,CUNDINAMARCA,25839,UBALÁ,107,7696,"1,39"
2016,1,25,CUNDINAMARCA,25799,TENJO,1426,19931,"7,15"
2016,3,25,CUNDINAMARCA,25312,GRANADA,87,6535,"1,33"
2017,1,27,CHOCÓ,27810,UNIÓN PANAMERICANA,13,6869,"0,19"
2015,4,25,CUNDINAMARCA,25873,VILLAPINZÓN,137,15725,"0,87"
2017,2,20,CESAR,20443,MANAURE,9,9716,"0,09"
2020,2,70,SUCRE,70215,COROZAL,6324,68762,"9,20"
2016,2,15,BOYACÁ,15676,SAN MIGUEL DE SEMA,34,3035,"1,12"
2020,1,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,22307,131232,"17,00"
2016,1,76,VALLE DEL CAUCA,76054,ARGELIA,123,5564,"2,21"
2016,1,18,CAQUETA,18592,PUERTO RICO,225,27085,"0,83"
2017,4,25,CUNDINAMARCA,25718,SASAIMA,318,10326,"3,08"
2018,4,05,ANTIOQUIA,05034,ANDES,3117,43269,"7,20"
2020,4,05,ANTIOQUIA,05040,ANORÍ,1197,18978,"6,31"
2019,4,08,ATLÁNTICO,08638,SABANALARGA,3651,97005,"3,76"
2018,3,18,CAQUETA,18785,SOLITA,10,6216,"0,16"
2019,3,54,NORTE DE SANTANDER,54418,LOURDES,18,4091,"0,44"
2016,1,05,ANTIOQUIA,05847,URRAO,1384,29631,"4,67"
2018,4,25,CUNDINAMARCA,25871,VILLAGÓMEZ,50,1758,"2,84"
2018,1,19,CAUCA,19821,TORIBIO,24,35218,"0,07"
2017,2,15,BOYACÁ,15001,TUNJA,34735,169883,"20,45"
2017,3,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,30,20899,"0,14"
2018,3,18,CAQUETA,18610,SAN JOSÉ DEL FRAGUA,20,12797,"0,16"
2019,4,73,TOLIMA,73449,MELGAR,5326,37191,"14,32"
2016,1,05,ANTIOQUIA,05858,VEGACHÍ,752,11757,"6,40"
2018,4,52,NARIÑO,52317,GUACHUCAL,208,19450,"1,07"
2019,3,85,CASANARE,85440,VILLANUEVA,1760,35793,"4,92"
2019,2,68,SANTANDER,68327,GÜEPSA,260,5222,"4,98"
2020,2,15,BOYACÁ,15367,JENESANO,151,7441,"2,03"
2016,2,25,CUNDINAMARCA,25407,LENGUAZAQUE,100,9471,"1,06"
2017,2,15,BOYACÁ,15814,TOCA,187,8720,"2,14"
2019,3,05,ANTIOQUIA,05040,ANORÍ,1084,18737,"5,79"
2019,4,85,CASANARE,85001,YOPAL,29370,173610,"16,92"
2018,4,15,BOYACÁ,15507,OTANCHE,199,8018,"2,48"
2020,4,05,ANTIOQUIA,05002,ABEJORRAL,24735,20823,"118,79"
2019,3,47,MAGDALENA,47660,SABANAS DE SAN ANGEL,327,16247,"2,01"
2018,4,91,AMAZONAS,91798,TARAPACÁ,7,3801,"0,18"
2019,1,68,SANTANDER,68162,CERRITO,107,6838,"1,56"
2015,4,68,SANTANDER,68101,BOLÍVAR,64,12123,"0,53"
2020,1,20,CESAR,20310,GONZÁLEZ,9,4594,"0,20"
2019,4,08,ATLÁNTICO,08141,CANDELARIA,153,16648,"0,92"
2015,4,13,BOLÍVAR,13442,MARÍA LA BAJA,376,44257,"0,85"
2018,1,05,ANTIOQUIA,05885,YALÍ,230,7608,"3,02"
2018,2,05,ANTIOQUIA,05790,TARAZÁ,1197,26964,"4,44"
2020,4,15,BOYACÁ,15403,LA UVITA,12,3091,"0,39"
2018,4,47,MAGDALENA,47745,SITIONUEVO,14,27128,"0,05"
2017,4,68,SANTANDER,68686,SAN MIGUEL,53,2526,"2,10"
2019,2,15,BOYACÁ,15322,GUATEQUE,428,10809,"3,96"
2020,4,23,CÓRDOBA,23068,AYAPEL,1438,47782,"3,01"
2020,2,15,BOYACÁ,15761,SOMONDOCO,15,2968,"0,51"
2016,4,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,93,9379,"0,99"
2020,4,17,CALDAS,17665,SAN JOSÉ,181,4854,"3,73"
2016,3,13,BOLÍVAR,13600,RÍO VIEJO,228,10647,"2,14"
2016,1,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,1625,24352,"6,67"
2020,2,52,NARIÑO,52079,BARBACOAS,154,57079,"0,27"
2017,3,50,META,50124,CABUYARO,224,5949,"3,77"
2019,3,27,CHOCÓ,27025,ALTO BAUDÓ,26,27982,"0,09"
2018,4,15,BOYACÁ,15804,TIBANÁ,182,9051,"2,01"
2019,1,15,BOYACÁ,15832,TUNUNGUÁ,33,1559,"2,12"
2020,2,73,TOLIMA,73067,ATACO,72,19685,"0,37"
2017,1,41,HUILA,41359,ISNOS,15,24811,"0,06"
2020,2,17,CALDAS,17867,VICTORIA,395,10302,"3,83"
2016,3,05,ANTIOQUIA,05360,ITAGUI,58881,266257,"22,11"
2020,1,94,GUAINÍA,94343,BARRANCOMINAS,4,9947,"0,04"
2016,2,20,CESAR,20013,AGUSTÍN CODAZZI,2777,58086,"4,78"
2020,2,27,CHOCÓ,27150,CARMEN DEL DARIÉN,47,20276,"0,23"
2017,3,15,BOYACÁ,15720,SATIVANORTE,53,2221,"2,39"
2015,4,25,CUNDINAMARCA,25885,YACOPÍ,201,12217,"1,65"
2019,4,52,NARIÑO,52378,LA CRUZ,491,18697,"2,63"
2018,1,25,CUNDINAMARCA,25524,PANDI,155,4973,"3,12"
2019,4,68,SANTANDER,68684,SAN JOSÉ DE MIRANDA,11,4313,"0,26"
2019,4,50,META,50270,EL DORADO,21,3932,"0,53"
2019,2,76,VALLE DEL CAUCA,76054,ARGELIA,379,5258,"7,21"
2020,1,19,CAUCA,19807,TIMBÍO,63,36471,"0,17"
2017,3,54,NORTE DE SANTANDER,54520,PAMPLONITA,20,5242,"0,38"
2017,3,19,CAUCA,19075,BALBOA,30,21010,"0,14"
2019,3,05,ANTIOQUIA,05021,ALEJANDRÍA,327,4669,"7,00"
2017,3,27,CHOCÓ,27745,SIPÍ,23,3158,"0,73"
2020,2,15,BOYACÁ,15810,TIPACOQUE,16,3397,"0,47"
2016,4,68,SANTANDER,68081,BARRANCABERMEJA,31197,198513,"15,72"
2017,3,15,BOYACÁ,15798,TENZA,117,3853,"3,04"
2018,3,05,ANTIOQUIA,05490,NECOCLÍ,1452,42281,"3,43"
2017,1,47,MAGDALENA,47692,SAN SEBASTIÁN DE BUENAVISTA,30,19003,"0,16"
2020,3,15,BOYACÁ,15455,MIRAFLORES,401,9106,"4,40"
2020,1,73,TOLIMA,73319,GUAMO,1648,33912,"4,86"
2016,4,15,BOYACÁ,15236,CHIVOR,34,2527,"1,35"
2020,3,20,CESAR,20178,CHIRIGUANÁ,768,29804,"2,58"
2020,3,41,HUILA,41483,NÁTAGA,166,6695,"2,48"
2020,4,41,HUILA,41001,NEIVA,86353,367781,"23,48"
2016,4,68,SANTANDER,68855,VALLE DE SAN JOSÉ,67,5947,"1,13"
2018,4,13,BOLÍVAR,13838,TURBANÁ,598,16403,"3,65"
2016,1,86,PUTUMAYO,86219,COLÓN,232,5217,"4,45"
2018,4,54,NORTE DE SANTANDER,54480,MUTISCUA,48,4163,"1,15"
2018,1,41,HUILA,41006,ACEVEDO,35,24774,"0,14"
2018,3,73,TOLIMA,73861,VENADILLO,712,12817,"5,56"
2017,2,41,HUILA,41206,COLOMBIA,12,7362,"0,16"
2015,4,86,PUTUMAYO,86571,PUERTO GUZMÁN,39,32915,"0,12"
2017,3,47,MAGDALENA,47170,CHIVOLO,16,21151,"0,08"
2016,3,68,SANTANDER,68867,VETAS,31,2063,"1,50"
2018,3,23,CÓRDOBA,23464,MOMIL,350,19590,"1,79"
2018,4,15,BOYACÁ,15522,PANQUEBA,29,1717,"1,69"
2020,2,68,SANTANDER,68229,CURITÍ,467,12988,"3,60"
2020,1,05,ANTIOQUIA,05051,ARBOLETES,1051,30663,"3,43"
2018,1,13,BOLÍVAR,13433,MAHATES,130,27692,"0,47"
2020,4,99,VICHADA,99524,LA PRIMAVERA,19,10445,"0,18"
2015,4,19,CAUCA,19300,GUACHENÉ,4,20627,"0,02"
2020,2,15,BOYACÁ,15362,IZA,76,2014,"3,77"
2020,2,13,BOLÍVAR,13160,CANTAGALLO,32,8694,"0,37"
2017,3,73,TOLIMA,73504,ORTEGA,399,34429,"1,16"
2016,2,68,SANTANDER,68307,GIRÓN,24563,152478,"16,11"
2018,1,25,CUNDINAMARCA,25281,FOSCA,131,5784,"2,26"
2018,1,19,CAUCA,19760,SOTARÁ PAISPAMBA,9,13939,"0,06"
2020,1,73,TOLIMA,73024,ALPUJARRA,56,4641,"1,21"
2020,2,85,CASANARE,85125,HATO COROZAL,224,12933,"1,73"
2016,1,54,NORTE DE SANTANDER,54670,SAN CALIXTO,18,11438,"0,16"
2016,3,50,META,50245,EL CALVARIO,37,1801,"2,05"
2018,4,86,PUTUMAYO,86571,PUERTO GUZMÁN,59,35390,"0,17"
2020,1,73,TOLIMA,73520,PALOCABILDO,41,9683,"0,42"
2019,2,41,HUILA,41016,AIPE,239,16361,"1,46"
2018,4,13,BOLÍVAR,13683,SANTA ROSA,664,20963,"3,17"
2018,2,15,BOYACÁ,15001,TUNJA,38903,172548,"22,55"
2020,3,54,NORTE DE SANTANDER,54099,BOCHALEMA,195,8838,"2,21"
2017,4,97,VAUPÉS,97161,CARURU,5,2871,"0,17"
2019,3,27,CHOCÓ,27800,UNGUÍA,311,12821,"2,43"
2020,1,73,TOLIMA,73861,VENADILLO,235,13013,"1,81"
2019,1,94,GUAINÍA,94884,PUERTO COLOMBIA,10,1934,"0,52"
2018,2,13,BOLÍVAR,13683,SANTA ROSA,630,20963,"3,01"
2020,1,68,SANTANDER,68498,OCAMONTE,16,5939,"0,27"
2017,2,08,ATLÁNTICO,08520,PALMAR DE VARELA,547,28113,"1,95"
2020,3,73,TOLIMA,73443,MARIQUITA - SAN SEBASTIÁN DE MARIQUITA,2962,38632,"7,67"
2019,3,73,TOLIMA,73275,FLANDES,3321,28510,"11,65"
2020,4,66,RISARALDA,66440,MARSELLA,770,17094,"4,50"
2019,3,52,NARIÑO,52019,ALBÁN,1500,9443,"15,88"
2018,2,15,BOYACÁ,15022,ALMEIDA,38,1910,"1,99"
2017,4,41,HUILA,41660,SALADOBLANCO,12,10353,"0,12"
2020,4,44,LA GUAJIRA,44090,DIBULLA,144,42157,"0,34"
2017,1,85,CASANARE,85001,YOPAL,35703,164295,"21,73"
2017,3,17,CALDAS,17088,BELALCÁZAR,184,10724,"1,72"
2017,1,05,ANTIOQUIA,05736,SEGOVIA,2235,37171,"6,01"
2016,4,13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,1519,43341,"3,50"
2020,1,76,VALLE DEL CAUCA,76275,FLORIDA,4676,58076,"8,05"
2015,4,76,VALLE DEL CAUCA,76001,CALI,397411,2186576,"18,18"
2018,1,68,SANTANDER,68669,SAN ANDRÉS,198,8683,"2,28"
2018,3,50,META,50400,LEJANÍAS,185,11463,"1,61"
2019,1,17,CALDAS,17042,ANSERMA,1900,36405,"5,22"
2016,2,19,CAUCA,19780,SUÁREZ,24,31209,"0,08"
2016,1,66,RISARALDA,66400,LA VIRGINIA,3145,27939,"11,26"
2018,3,27,CHOCÓ,27245,EL CARMEN DE ATRATO,161,8193,"1,97"
2018,1,52,NARIÑO,52051,ARBOLEDA,66,8443,"0,78"
2020,4,73,TOLIMA,73030,AMBALEMA,36,6752,"0,53"
2016,4,25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,91,11109,"0,82"
2016,4,25,CUNDINAMARCA,25489,NIMAIMA,67,3532,"1,90"
2018,2,15,BOYACÁ,15442,MARIPÍ,44,5741,"0,77"
2019,1,20,CESAR,20750,SAN DIEGO,216,19818,"1,09"
2015,4,15,BOYACÁ,15776,SUTAMARCHÁN,63,5865,"1,07"
2017,2,73,TOLIMA,73124,CAJAMARCA,431,18517,"2,33"
2016,3,54,NORTE DE SANTANDER,54660,SALAZAR,11,9961,"0,11"
2019,3,63,QUINDÍO,63001,ARMENIA,76247,300194,"25,40"
2016,4,23,CÓRDOBA,23068,AYAPEL,1085,47045,"2,31"
2016,4,05,ANTIOQUIA,05576,PUEBLORRICO,396,8739,"4,53"
2020,4,27,CHOCÓ,27615,RIOSUCIO,176,57696,"0,31"
2016,4,86,PUTUMAYO,86219,COLÓN,243,5217,"4,66"
2020,2,15,BOYACÁ,15276,FLORESTA,37,3339,"1,11"
2017,2,23,CÓRDOBA,23500,MOÑITOS,193,29258,"0,66"
2015,4,05,ANTIOQUIA,05120,CÁCERES,705,27811,"2,53"
2019,2,73,TOLIMA,73547,PIEDRAS,232,6737,"3,44"
2015,4,15,BOYACÁ,15820,TÓPAGA,61,3554,"1,72"
2019,2,47,MAGDALENA,47555,PLATO,1697,63026,"2,69"
2020,3,52,NARIÑO,52685,SAN BERNARDO,367,9371,"3,92"
2015,4,47,MAGDALENA,47170,CHIVOLO,13,20127,"0,06"
2018,2,68,SANTANDER,68160,CEPITÁ,35,2015,"1,74"
2017,2,54,NORTE DE SANTANDER,54109,BUCARASICA,25,6045,"0,41"
2018,1,54,NORTE DE SANTANDER,54261,EL ZULIA,63,26700,"0,24"
2018,2,13,BOLÍVAR,13620,SAN CRISTÓBAL,53,8054,"0,66"
2017,3,76,VALLE DEL CAUCA,76122,CAICEDONIA,2607,28956,"9,00"
2016,4,25,CUNDINAMARCA,25486,NEMOCÓN,355,12043,"2,95"
2017,4,52,NARIÑO,52203,COLÓN,78,8530,"0,91"
2017,4,25,CUNDINAMARCA,25777,SUPATÁ,89,5061,"1,76"
2017,4,25,CUNDINAMARCA,25288,FÚQUENE,36,4770,"0,75"
2016,2,25,CUNDINAMARCA,25823,TOPAIPÍ,35,4091,"0,86"
2016,1,23,CÓRDOBA,23001,MONTERÍA,42347,478806,"8,84"
2019,1,68,SANTANDER,68176,CHIMA,27,2865,"0,94"
2017,4,05,ANTIOQUIA,05887,YARUMAL,4295,41029,"10,47"
2017,3,05,ANTIOQUIA,05091,BETANIA,485,10377,"4,67"
2020,1,17,CALDAS,17088,BELALCÁZAR,56,10761,"0,52"
2020,3,25,CUNDINAMARCA,25486,NEMOCÓN,992,14205,"6,98"
2019,1,17,CALDAS,17486,NEIRA,606,21040,"2,88"
2017,4,25,CUNDINAMARCA,25095,BITUIMA,40,2439,"1,64"
2016,2,13,BOLÍVAR,13650,SAN FERNANDO,104,12107,"0,86"
2019,3,25,CUNDINAMARCA,25592,QUEBRADANEGRA,70,4807,"1,46"
2019,3,50,META,50573,PUERTO LÓPEZ,2655,30301,"8,76"
2019,2,44,LA GUAJIRA,44001,RIOHACHA,20128,195747,"10,28"
2018,2,52,NARIÑO,52287,FUNES,156,7222,"2,16"
2016,3,15,BOYACÁ,15820,TÓPAGA,76,3589,"2,12"
2015,4,20,CESAR,20550,PELAYA,11,19086,"0,06"
2019,1,52,NARIÑO,52079,BARBACOAS,70,56195,"0,12"
2020,2,25,CUNDINAMARCA,25513,PACHO,372,26029,"1,43"
2016,2,27,CHOCÓ,27495,NUQUÍ,15,15294,"0,10"
2017,1,17,CALDAS,17001,MANIZALES,108970,429333,"25,38"
2020,3,41,HUILA,41799,TELLO,18,12133,"0,15"
2019,1,23,CÓRDOBA,23350,LA APARTADA,667,15058,"4,43"
2016,1,68,SANTANDER,68020,ALBANIA,29,4253,"0,68"
2018,4,27,CHOCÓ,27800,UNGUÍA,165,12854,"1,28"
2018,1,41,HUILA,41306,GIGANTE,932,24583,"3,79"
2018,3,15,BOYACÁ,15238,DUITAMA,21498,122436,"17,56"
2017,2,19,CAUCA,19130,CAJIBÍO,24,41879,"0,06"
2017,3,44,LA GUAJIRA,44430,MAICAO,8501,163731,"5,19"
2016,3,15,BOYACÁ,15842,UMBITA,74,7442,"0,99"
2017,2,25,CUNDINAMARCA,25035,ANAPOIMA,495,13817,"3,58"
2019,1,68,SANTANDER,68498,OCAMONTE,43,5740,"0,75"
2020,2,25,CUNDINAMARCA,25335,GUAYABETAL,233,6690,"3,48"
2018,2,13,BOLÍVAR,13838,TURBANÁ,525,16403,"3,20"
2016,1,52,NARIÑO,52473,MOSQUERA,11,11712,"0,09"
2016,2,41,HUILA,41349,HOBO,15,7116,"0,21"
2018,1,23,CÓRDOBA,23686,SAN PELAYO,957,51838,"1,85"
2016,4,76,VALLE DEL CAUCA,76233,DAGUA,730,47427,"1,54"
2017,3,73,TOLIMA,73678,SAN LUIS,446,13550,"3,29"
2016,4,94,GUAINÍA,94885,LA GUADALUPE,1,262,"0,38"
2018,2,41,HUILA,41483,NÁTAGA,33,6469,"0,51"
2017,3,19,CAUCA,19824,TOTORÓ,21,24094,"0,09"
2020,1,47,MAGDALENA,47555,PLATO,2062,65962,"3,13"
2019,4,15,BOYACÁ,15276,FLORESTA,22,3240,"0,68"
2017,2,41,HUILA,41799,TELLO,35,11805,"0,30"
2017,2,70,SUCRE,70742,SAN LUIS DE SINCÉ,649,30515,"2,13"
2020,2,44,LA GUAJIRA,44098,DISTRACCIÓN,476,14210,"3,35"
2018,2,44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,7,3498,"0,20"
2020,3,08,ATLÁNTICO,08078,BARANOA,4292,66363,"6,47"
2020,4,52,NARIÑO,52683,SANDONÁ,85,20955,"0,41"
2016,3,15,BOYACÁ,15180,CHISCAS,93,4175,"2,23"
2019,2,50,META,50245,EL CALVARIO,33,1696,"1,95"
2018,1,05,ANTIOQUIA,05873,VIGÍA DEL FUERTE,115,9093,"1,26"
2019,1,52,NARIÑO,52207,CONSACÁ,84,13761,"0,61"
2016,4,15,BOYACÁ,15835,TURMEQUÉ,157,6119,"2,57"
2017,4,08,ATLÁNTICO,08606,REPELÓN,522,25524,"2,05"
2019,3,54,NORTE DE SANTANDER,54498,OCAÑA,9961,124603,"7,99"
2016,1,18,CAQUETA,18860,VALPARAÍSO,1,7521,"0,01"
2020,2,50,META,50287,FUENTE DE ORO,186,12627,"1,47"
2020,4,25,CUNDINAMARCA,25430,MADRID,38338,122378,"31,33"
2020,4,25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,103,12663,"0,81"
2016,2,54,NORTE DE SANTANDER,54313,GRAMALOTE,2,7101,"0,03"
2016,2,05,ANTIOQUIA,05036,ANGELÓPOLIS,149,5781,"2,58"
2017,4,25,CUNDINAMARCA,25168,CHAGUANÍ,90,4061,"2,22"
2016,3,20,CESAR,20770,SAN MARTÍN,33,24965,"0,13"
2016,4,13,BOLÍVAR,13657,SAN JUAN NEPOMUCENO,1287,36218,"3,55"
2016,2,23,CÓRDOBA,23555,PLANETA RICA,3182,63538,"5,01"
2020,3,15,BOYACÁ,15332,GÜICÁN,21,4358,"0,48"
2020,3,08,ATLÁNTICO,08634,SABANAGRANDE,2206,34492,"6,40"
2020,4,15,BOYACÁ,15778,SUTATENZA,32,4338,"0,74"
2015,4,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,17106,112862,"15,16"
2018,4,41,HUILA,41524,PALERMO,1102,26279,"4,19"
2018,4,81,ARAUCA,81300,FORTUL,19,18938,"0,10"
2016,3,85,CASANARE,85250,PAZ DE ARIPORO,1595,34790,"4,58"
2018,4,25,CUNDINAMARCA,25368,JERUSALÉN,49,2281,"2,15"
2017,4,73,TOLIMA,73283,FRESNO,728,31035,"2,35"
2018,3,50,META,50680,SAN CARLOS DE GUAROA,315,12296,"2,56"
2020,1,47,MAGDALENA,47541,PEDRAZA,12,9845,"0,12"
2020,2,68,SANTANDER,68773,SUCRE,26,7379,"0,35"
2018,4,19,CAUCA,19693,SAN SEBASTIÁN,36,10948,"0,33"
2019,2,08,ATLÁNTICO,08849,USIACURÍ,5,12743,"0,04"
2017,4,15,BOYACÁ,15500,OICATÁ,42,2827,"1,49"
2019,3,99,VICHADA,99773,CUMARIBO,41,76196,"0,05"
2020,2,05,ANTIOQUIA,05604,REMEDIOS,1988,29429,"6,76"
2019,2,76,VALLE DEL CAUCA,76892,YUMBO,16828,108889,"15,45"
2019,2,05,ANTIOQUIA,05368,JERICÓ,1090,13637,"7,99"
2020,4,23,CÓRDOBA,23660,SAHAGÚN,6742,111416,"6,05"
2020,4,05,ANTIOQUIA,05792,TARSO,544,6354,"8,56"
2015,4,54,NORTE DE SANTANDER,54239,DURANIA,9,4429,"0,20"
2016,2,05,ANTIOQUIA,05051,ARBOLETES,826,28981,"2,85"
2019,2,70,SUCRE,70110,BUENAVISTA,8,10727,"0,07"
2019,1,05,ANTIOQUIA,05154,CAUCASIA,11147,93044,"11,98"
2018,1,19,CAUCA,19824,TOTORÓ,51,24558,"0,21"
2018,2,05,ANTIOQUIA,05036,ANGELÓPOLIS,225,5756,"3,91"
2017,1,41,HUILA,41378,LA ARGENTINA,274,12707,"2,16"
2020,4,25,CUNDINAMARCA,25572,PUERTO SALGAR,514,16614,"3,09"
2018,1,76,VALLE DEL CAUCA,76863,VERSALLES,121,7263,"1,67"
2018,4,68,SANTANDER,68209,CONFINES,28,3159,"0,89"
2019,3,52,NARIÑO,52203,COLÓN,67,8403,"0,80"
2018,2,25,CUNDINAMARCA,25530,PARATEBUENO,319,8328,"3,83"
2019,1,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,97,10305,"0,94"
2018,4,47,MAGDALENA,47960,ZAPAYÁN,10,9895,"0,10"
2016,2,66,RISARALDA,66075,BALBOA,56,6514,"0,86"
2020,4,25,CUNDINAMARCA,25372,JUNÍN,147,6118,"2,40"
2017,3,18,CAQUETA,18753,SAN VICENTE DEL CAGUÁN,639,50280,"1,27"
2017,3,81,ARAUCA,81736,SARAVENA,2366,53309,"4,44"
2016,3,25,CUNDINAMARCA,25279,FOMEQUE,170,11325,"1,50"
2016,2,23,CÓRDOBA,23168,CHIMÁ,81,17041,"0,48"
