AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2016,1,52,NARIÑO,52506,OSPINA,70,7120,"0,98"
2020,3,13,BOLÍVAR,13006,ACHÍ,50,25800,"0,19"
2017,3,76,VALLE DEL CAUCA,76606,RESTREPO,347,15230,"2,28"
2017,4,05,ANTIOQUIA,05042,SANTAFÉ DE ANTIOQUIA,2967,25808,"11,50"
2020,4,44,LA GUAJIRA,44035,ALBANIA,1188,32308,"3,68"
2019,2,18,CAQUETA,18001,FLORENCIA,18199,170764,"10,66"
2018,1,73,TOLIMA,73449,MELGAR,4666,36536,"12,77"
2020,1,25,CUNDINAMARCA,25053,ARBELÁEZ,437,11337,"3,85"
2018,3,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,1132,17448,"6,49"
2018,3,25,CUNDINAMARCA,25807,TIBIRITA,58,3158,"1,84"
2020,1,17,CALDAS,17873,VILLAMARÍA,11250,66914,"16,81"
2017,3,66,RISARALDA,66440,MARSELLA,623,17058,"3,65"
2016,3,52,NARIÑO,52427,MAGÜI,13,23698,"0,05"
2016,2,05,ANTIOQUIA,05425,MACEO,566,8277,"6,84"
2019,1,68,SANTANDER,68020,ALBANIA,31,4242,"0,73"
2016,4,76,VALLE DEL CAUCA,76563,PRADERA,2567,47181,"5,44"
2019,3,15,BOYACÁ,15380,LA CAPILLA,59,2686,"2,20"
2017,3,41,HUILA,41206,COLOMBIA,18,7362,"0,24"
2016,1,50,META,50350,LA MACARENA,14,25335,"0,06"
2016,3,08,ATLÁNTICO,08296,GALAPA,3111,56946,"5,46"
2016,3,05,ANTIOQUIA,05495,NECHÍ,555,24697,"2,25"
2018,4,19,CAUCA,19532,PATÍA,1043,36848,"2,83"
2016,1,68,SANTANDER,68820,TONA,68,7156,"0,95"
2016,2,15,BOYACÁ,15293,GACHANTIVÁ,31,2794,"1,11"
2019,2,19,CAUCA,19110,BUENOS AIRES,80,31754,"0,25"
2017,3,68,SANTANDER,68464,MOGOTES,241,10499,"2,30"
2020,2,68,SANTANDER,68432,MÁLAGA,1120,21275,"5,26"
2019,4,76,VALLE DEL CAUCA,76364,JAMUNDÍ,30216,164159,"18,41"
2019,4,73,TOLIMA,73124,CAJAMARCA,287,18443,"1,56"
2020,4,23,CÓRDOBA,23079,BUENAVISTA,258,21849,"1,18"
2020,3,70,SUCRE,70001,SINCELEJO,41111,295047,"13,93"
2017,3,05,ANTIOQUIA,05376,LA CEJA,11090,63394,"17,49"
2019,3,15,BOYACÁ,15104,BOYACÁ,72,5103,"1,41"
2018,1,70,SUCRE,70418,LOS PALMITOS,250,22880,"1,09"
2015,4,52,NARIÑO,52354,IMUÉS,95,7667,"1,24"
2018,3,25,CUNDINAMARCA,25823,TOPAIPÍ,34,4139,"0,82"
2018,2,52,NARIÑO,52506,OSPINA,165,7105,"2,32"
2016,1,68,SANTANDER,68101,BOLÍVAR,67,11769,"0,57"
2017,3,05,ANTIOQUIA,05040,ANORÍ,731,17991,"4,06"
2018,2,20,CESAR,20060,BOSCONIA,2320,40022,"5,80"
2019,3,19,CAUCA,19780,SUÁREZ,29,32226,"0,09"
2016,2,15,BOYACÁ,15522,PANQUEBA,32,1737,"1,84"
2017,2,41,HUILA,41359,ISNOS,206,24811,"0,83"
2016,4,68,SANTANDER,68307,GIRÓN,25538,152478,"16,75"
2017,4,05,ANTIOQUIA,05819,TOLEDO,188,5013,"3,75"
2019,1,54,NORTE DE SANTANDER,54418,LOURDES,66,4091,"1,61"
2019,2,15,BOYACÁ,15224,CUCAITA,107,3759,"2,85"
2017,4,68,SANTANDER,68522,PALMAR,41,1352,"3,03"
2016,3,08,ATLÁNTICO,08560,PONEDERA,8,22778,"0,04"
2018,4,15,BOYACÁ,15087,BELÉN,269,7481,"3,60"
2019,4,15,BOYACÁ,15114,BUSBANZÁ,8,1138,"0,70"
2017,2,05,ANTIOQUIA,05425,MACEO,575,8188,"7,02"
2017,1,68,SANTANDER,68524,PALMAS DEL SOCORRO,42,2508,"1,67"
2016,3,25,CUNDINAMARCA,25718,SASAIMA,233,10037,"2,32"
2019,1,25,CUNDINAMARCA,25181,CHOACHÍ,393,11213,"3,50"
2018,2,08,ATLÁNTICO,08832,TUBARÁ,30,17377,"0,17"
2016,3,17,CALDAS,17380,LA DORADA,7653,70745,"10,82"
2016,2,05,ANTIOQUIA,05647,SAN ANDRÉS DE CUERQUÍA,335,7270,"4,61"
2016,1,70,SUCRE,70742,SAN LUIS DE SINCÉ,633,30602,"2,07"
2019,2,73,TOLIMA,73148,CARMEN DE APICALÁ,539,10306,"5,23"
2018,2,68,SANTANDER,68001,BUCARAMANGA,138071,581130,"23,76"
2017,2,15,BOYACÁ,15022,ALMEIDA,38,2115,"1,80"
2019,2,52,NARIÑO,52788,TANGUA,182,13397,"1,36"
2016,3,05,ANTIOQUIA,05042,SANTAFÉ DE ANTIOQUIA,2914,25462,"11,44"
2016,4,70,SUCRE,70678,SAN BENITO ABAD,18,28061,"0,06"
2016,2,47,MAGDALENA,47551,PIVIJAY,667,35881,"1,86"
2018,1,52,NARIÑO,52215,CÓRDOBA,198,15516,"1,28"
2017,1,05,ANTIOQUIA,05809,TITIRIBÍ,432,10865,"3,98"
2019,4,18,CAQUETA,18001,FLORENCIA,21543,170764,"12,62"
2018,4,23,CÓRDOBA,23464,MOMIL,354,19590,"1,81"
2020,2,68,SANTANDER,68468,MOLAGAVITA,32,4202,"0,76"
2016,3,05,ANTIOQUIA,05172,CHIGORODÓ,4280,54908,"7,79"
2017,2,15,BOYACÁ,15442,MARIPÍ,40,5813,"0,69"
2017,1,25,CUNDINAMARCA,25335,GUAYABETAL,40,5969,"0,67"
2020,2,73,TOLIMA,73555,PLANADAS,290,26619,"1,09"
2017,4,66,RISARALDA,66682,SANTA ROSA DE CABAL,10432,77472,"13,47"
2016,4,19,CAUCA,19824,TOTORÓ,21,23624,"0,09"
2019,3,05,ANTIOQUIA,05234,DABEIBA,1230,23255,"5,29"
2020,3,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,16558,110190,"15,03"
2016,4,05,ANTIOQUIA,05001,MEDELLÍN,545326,2351077,"23,19"
2015,4,25,CUNDINAMARCA,25402,LA VEGA,201,15022,"1,34"
2016,1,17,CALDAS,17042,ANSERMA,1014,36028,"2,81"
2020,4,05,ANTIOQUIA,05266,ENVIGADO,77927,238656,"32,65"
2017,1,05,ANTIOQUIA,05674,SAN VICENTE FERRER,741,21914,"3,38"
2015,4,76,VALLE DEL CAUCA,76845,ULLOA,114,5548,"2,05"
2018,3,52,NARIÑO,52490,OLAYA HERRERA,10,25358,"0,04"
2018,4,20,CESAR,20045,BECERRIL,48,21611,"0,22"
2016,1,63,QUINDÍO,63272,FILANDIA,353,11876,"2,97"
2016,3,25,CUNDINAMARCA,25777,SUPATÁ,68,4899,"1,39"
2020,1,25,CUNDINAMARCA,25368,JERUSALÉN,21,2400,"0,88"
2016,4,54,NORTE DE SANTANDER,54250,EL TARRA,17,18627,"0,09"
2016,2,68,SANTANDER,68318,GUACA,69,5999,"1,15"
2018,4,52,NARIÑO,52110,BUESACO,183,23908,"0,77"
2017,4,41,HUILA,41885,YAGUARÁ,72,7637,"0,94"
2020,2,19,CAUCA,19533,PIAMONTE,27,9258,"0,29"
2015,4,08,ATLÁNTICO,08560,PONEDERA,1,22462,"0,00"
2020,4,52,NARIÑO,52250,EL CHARCO,52,22782,"0,23"
2016,4,05,ANTIOQUIA,05038,ANGOSTURA,276,11486,"2,40"
2020,2,25,CUNDINAMARCA,25845,UNE,260,7395,"3,52"
2017,2,68,SANTANDER,68147,CAPITANEJO,251,5476,"4,58"
2015,4,54,NORTE DE SANTANDER,54810,TIBÚ,732,49880,"1,47"
2019,1,70,SUCRE,70823,SAN JOSÉ DE TOLUVIEJO,511,21850,"2,34"
2016,3,81,ARAUCA,81591,PUERTO RONDÓN,4,4101,"0,10"
2017,3,15,BOYACÁ,15774,SUSACÓN,48,2712,"1,77"
2018,1,54,NORTE DE SANTANDER,54099,BOCHALEMA,15,8105,"0,19"
2018,4,17,CALDAS,17777,SUPÍA,928,28642,"3,24"
2016,1,50,META,50568,PUERTO GAITÁN,517,39240,"1,32"
2017,1,86,PUTUMAYO,86569,PUERTO CAICEDO,26,15824,"0,16"
2018,3,25,CUNDINAMARCA,25394,LA PALMA,255,9467,"2,69"
2016,3,66,RISARALDA,66682,SANTA ROSA DE CABAL,9342,77296,"12,09"
2017,4,08,ATLÁNTICO,08296,GALAPA,3742,58493,"6,40"
2016,2,70,SUCRE,70235,GALERAS,21,21150,"0,10"
2020,2,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,7,10558,"0,07"
2016,2,25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,64,11109,"0,58"
2018,3,73,TOLIMA,73026,ALVARADO,244,8697,"2,81"
2017,3,52,NARIÑO,52683,SANDONÁ,566,21146,"2,68"
2020,1,68,SANTANDER,68296,GALÁN,62,2956,"2,10"
2016,3,47,MAGDALENA,47189,CIÉNAGA,4730,117496,"4,03"
2017,2,73,TOLIMA,73275,FLANDES,2487,28376,"8,76"
2018,4,20,CESAR,20770,SAN MARTÍN,149,26674,"0,56"
2017,1,18,CAQUETA,18094,BELÉN DE LOS ANDAQUÍES,30,11184,"0,27"
2016,1,70,SUCRE,70235,GALERAS,22,21150,"0,10"
2016,3,91,AMAZONAS,91540,PUERTO NARIÑO,7,9313,"0,08"
2015,4,25,CUNDINAMARCA,25299,GAMA,55,3044,"1,81"
2018,2,05,ANTIOQUIA,05585,PUERTO NARE,1149,14380,"7,99"
2017,2,15,BOYACÁ,15837,TUTA,210,8240,"2,55"
2018,1,52,NARIÑO,52260,EL TAMBO,224,14283,"1,57"
2018,3,17,CALDAS,17777,SUPÍA,920,28642,"3,21"
2017,4,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1818094,7337449,"24,78"
2017,1,05,ANTIOQUIA,05411,LIBORINA,379,10007,"3,79"
2016,3,25,CUNDINAMARCA,25245,EL COLEGIO,691,21968,"3,15"
2020,2,05,ANTIOQUIA,05659,SAN JUAN DE URABÁ,755,20897,"3,61"
2020,3,08,ATLÁNTICO,08372,JUAN DE ACOSTA,899,22381,"4,02"
2017,1,47,MAGDALENA,47720,SANTA BÁRBARA DE PINTO,12,10509,"0,11"
2020,1,05,ANTIOQUIA,05237,DONMATÍAS,2701,19610,"13,77"
2016,1,50,META,50245,EL CALVARIO,31,1801,"1,72"
2016,4,25,CUNDINAMARCA,25535,PASCA,70,8691,"0,81"
2019,3,68,SANTANDER,68327,GÜEPSA,213,5222,"4,08"
2020,2,19,CAUCA,19455,MIRANDA,342,32313,"1,06"
2017,3,54,NORTE DE SANTANDER,54720,SARDINATA,109,24453,"0,45"
2020,1,15,BOYACÁ,15757,SOCHA,121,8173,"1,48"
2015,4,15,BOYACÁ,15599,RAMIRIQUÍ,379,9675,"3,92"
2018,4,47,MAGDALENA,47058,ARIGUANÍ,43,30218,"0,14"
2018,1,13,BOLÍVAR,13140,CALAMAR,542,22474,"2,41"
2019,3,50,META,50577,PUERTO LLERAS,148,10359,"1,43"
2015,4,05,ANTIOQUIA,05040,ANORÍ,610,17534,"3,48"
2016,1,25,CUNDINAMARCA,25524,PANDI,34,4715,"0,72"
2019,4,54,NORTE DE SANTANDER,54003,ABREGO,290,33003,"0,88"
2016,1,23,CÓRDOBA,23660,SAHAGÚN,4239,105129,"4,03"
2018,4,25,CUNDINAMARCA,25772,SUESCA,306,17021,"1,80"
2016,4,25,CUNDINAMARCA,25506,VENECIA,68,4007,"1,70"
2016,4,05,ANTIOQUIA,05411,LIBORINA,358,10094,"3,55"
2020,1,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,704,34481,"2,04"
2018,3,15,BOYACÁ,15218,COVARACHÍA,38,2806,"1,35"
2016,3,13,BOLÍVAR,13650,SAN FERNANDO,110,12107,"0,91"
2020,1,68,SANTANDER,68211,CONTRATACIÓN,175,3766,"4,65"
2019,1,08,ATLÁNTICO,08549,PIOJÓ,8,6873,"0,12"
2017,3,68,SANTANDER,68684,SAN JOSÉ DE MIRANDA,48,4448,"1,08"
2020,2,52,NARIÑO,52399,LA UNIÓN,343,32569,"1,05"
2020,3,41,HUILA,41006,ACEVEDO,1970,25739,"7,65"
2019,1,27,CHOCÓ,27050,ATRATO,26,6145,"0,42"
2018,2,70,SUCRE,70820,SANTIAGO DE TOLÚ,1938,32922,"5,89"
2017,2,19,CAUCA,19573,PUERTO TEJADA,3260,41357,"7,88"
2020,4,66,RISARALDA,66001,PEREIRA,126696,477068,"26,56"
2016,2,15,BOYACÁ,15332,GÜICÁN,62,4313,"1,44"
2015,4,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,55,26602,"0,21"
2016,2,13,BOLÍVAR,13212,CÓRDOBA,152,15605,"0,97"
2019,1,25,CUNDINAMARCA,25867,VIANÍ,74,4497,"1,65"
2016,4,23,CÓRDOBA,23807,TIERRALTA,2074,90335,"2,30"
2017,4,73,TOLIMA,73152,CASABIANCA,156,6386,"2,44"
2015,4,86,PUTUMAYO,86885,VILLAGARZÓN,75,22562,"0,33"
2020,3,73,TOLIMA,73675,SAN ANTONIO,62,13197,"0,47"
2020,1,17,CALDAS,17653,SALAMINA,902,19707,"4,58"
2017,4,05,ANTIOQUIA,05607,RETIRO,4982,23017,"21,64"
2020,4,94,GUAINÍA,94883,SAN FELIPE,13,1796,"0,72"
2018,2,73,TOLIMA,73001,IBAGUÉ,108963,529635,"20,57"
2017,3,05,ANTIOQUIA,05893,YONDÓ,823,18610,"4,42"
2020,4,15,BOYACÁ,15632,SABOYÁ,55,14007,"0,39"
2015,4,20,CESAR,20178,CHIRIGUANÁ,23,25684,"0,09"
2016,2,73,TOLIMA,73349,HONDA,2530,25060,"10,10"
2018,4,27,CHOCÓ,27077,BAJO BAUDÓ,181,29957,"0,60"
2019,1,50,META,50590,PUERTO RICO,276,12918,"2,14"
2018,3,66,RISARALDA,66400,LA VIRGINIA,4161,27923,"14,90"
2019,4,52,NARIÑO,52418,LOS ANDES,6,9376,"0,06"
2017,2,27,CHOCÓ,27425,MEDIO ATRATO,76,10214,"0,74"
2018,1,13,BOLÍVAR,13657,SAN JUAN NEPOMUCENO,1730,36874,"4,69"
2017,4,25,CUNDINAMARCA,25430,MADRID,17193,105545,"16,29"
2016,3,73,TOLIMA,73563,PRADO,256,8605,"2,98"
2018,2,47,MAGDALENA,47541,PEDRAZA,13,9196,"0,14"
2018,4,25,CUNDINAMARCA,25486,NEMOCÓN,533,13171,"4,05"
2018,1,15,BOYACÁ,15248,EL ESPINO,103,3061,"3,36"
2020,1,27,CHOCÓ,27073,BAGADÓ,18,11235,"0,16"
2019,4,25,CUNDINAMARCA,25001,AGUA DE DIOS,244,11966,"2,04"
2017,2,68,SANTANDER,68051,ARATOCA,87,8127,"1,07"
2018,2,99,VICHADA,99624,SANTA ROSALÍA,13,4059,"0,32"
2020,1,54,NORTE DE SANTANDER,54660,SALAZAR,27,11030,"0,24"
2016,2,05,ANTIOQUIA,05440,MARINILLA,6579,62194,"10,58"
2020,2,20,CESAR,20383,LA GLORIA,82,18440,"0,44"
2017,2,15,BOYACÁ,15686,SANTANA,454,7530,"6,03"
2018,1,05,ANTIOQUIA,05044,ANZA,154,7010,"2,20"
2016,4,15,BOYACÁ,15879,VIRACACHÁ,25,2858,"0,87"
2019,4,95,GUAVIARE,95015,CALAMAR,337,9801,"3,44"
2016,2,47,MAGDALENA,47053,ARACATACA,350,38193,"0,92"
2016,2,47,MAGDALENA,47161,CERRO SAN ANTONIO,5,9547,"0,05"
2016,3,08,ATLÁNTICO,08421,LURUACO,173,27047,"0,64"
2016,3,15,BOYACÁ,15810,TIPACOQUE,43,3446,"1,25"
2016,1,85,CASANARE,85440,VILLANUEVA,1481,33711,"4,39"
2019,2,54,NORTE DE SANTANDER,54051,ARBOLEDAS,97,9860,"0,98"
2018,2,85,CASANARE,85230,OROCUÉ,15,12340,"0,12"
2020,3,23,CÓRDOBA,23807,TIERRALTA,4051,95694,"4,23"
2016,2,85,CASANARE,85325,SAN LUIS DE PALENQUE,108,8196,"1,32"
2015,4,41,HUILA,41551,PITALITO,9294,117876,"7,88"
2018,4,15,BOYACÁ,15187,CHIVATÁ,39,2788,"1,40"
2017,2,19,CAUCA,19513,PADILLA,22,9877,"0,22"
2017,3,52,NARIÑO,52685,SAN BERNARDO,141,9229,"1,53"
2018,3,68,SANTANDER,68855,VALLE DE SAN JOSÉ,64,6084,"1,05"
2016,4,23,CÓRDOBA,23090,CANALETE,108,15071,"0,72"
2019,3,15,BOYACÁ,15087,BELÉN,229,7500,"3,05"
2018,2,41,HUILA,41668,SAN AGUSTÍN,789,33028,"2,39"
2019,4,15,BOYACÁ,15293,GACHANTIVÁ,15,2779,"0,54"
2016,3,76,VALLE DEL CAUCA,76109,BUENAVENTURA,20345,303516,"6,70"
2015,4,95,GUAVIARE,95200,MIRAFLORES,12,6364,"0,19"
2020,4,99,VICHADA,99624,SANTA ROSALÍA,9,4290,"0,21"
2020,1,54,NORTE DE SANTANDER,54344,HACARÍ,57,10881,"0,52"
2017,1,50,META,50318,GUAMAL,534,13853,"3,85"
2016,4,52,NARIÑO,52352,ILES,122,7632,"1,60"
2017,4,54,NORTE DE SANTANDER,54344,HACARÍ,16,9726,"0,16"
2016,2,05,ANTIOQUIA,05172,CHIGORODÓ,4134,54908,"7,53"
2018,4,68,SANTANDER,68147,CAPITANEJO,222,5505,"4,03"
2019,4,70,SUCRE,70702,SAN JUAN DE BETULIA,552,13892,"3,97"
2020,4,68,SANTANDER,68444,MATANZA,137,5135,"2,67"
2018,3,08,ATLÁNTICO,08606,REPELÓN,523,26200,"2,00"
2017,2,25,CUNDINAMARCA,25662,SAN JUAN DE RÍO SECO,200,7988,"2,50"
2019,3,44,LA GUAJIRA,44378,HATONUEVO,835,21151,"3,95"
2016,2,50,META,50568,PUERTO GAITÁN,554,39240,"1,41"
2017,4,15,BOYACÁ,15550,PISBA,38,1743,"2,18"
2018,3,05,ANTIOQUIA,05649,SAN CARLOS,912,16247,"5,61"
2020,4,47,MAGDALENA,47720,SANTA BÁRBARA DE PINTO,6,11127,"0,05"
2020,3,15,BOYACÁ,15814,TOCA,104,9033,"1,15"
2018,4,20,CESAR,20013,AGUSTÍN CODAZZI,4274,60768,"7,03"
2016,1,25,CUNDINAMARCA,25769,SUBACHOQUE,325,14889,"2,18"
2017,4,15,BOYACÁ,15293,GACHANTIVÁ,170,2774,"6,13"
2018,2,66,RISARALDA,66075,BALBOA,120,6423,"1,87"
2017,4,15,BOYACÁ,15464,MONGUA,113,4611,"2,45"
2016,4,08,ATLÁNTICO,08549,PIOJÓ,5,6295,"0,08"
2020,3,52,NARIÑO,52224,CUASPUD CARLOSAMA,25,9417,"0,27"
2018,1,85,CASANARE,85279,RECETOR,34,1634,"2,08"
2017,2,70,SUCRE,70235,GALERAS,22,21439,"0,10"
2016,3,17,CALDAS,17486,NEIRA,465,21335,"2,18"
2017,1,52,NARIÑO,52227,CUMBAL,202,36260,"0,56"
2018,1,85,CASANARE,85015,CHAMEZA,57,2500,"2,28"
2019,2,13,BOLÍVAR,13673,SANTA CATALINA,612,14747,"4,15"
2015,4,70,SUCRE,70235,GALERAS,22,20796,"0,11"
2017,1,73,TOLIMA,73217,COYAIMA,481,22793,"2,11"
2017,1,25,CUNDINAMARCA,25473,MOSQUERA,42795,121719,"35,16"
2019,1,73,TOLIMA,73854,VALLE DE SAN JUAN,164,5353,"3,06"
2019,2,52,NARIÑO,52385,LA LLANADA,21,6481,"0,32"
2017,3,27,CHOCÓ,27075,BAHÍA SOLANO,57,10077,"0,57"
2020,3,86,PUTUMAYO,86885,VILLAGARZÓN,324,25180,"1,29"
2019,4,70,SUCRE,70110,BUENAVISTA,6,10727,"0,06"
2017,3,15,BOYACÁ,15861,VENTAQUEMADA,203,15482,"1,31"
2017,4,47,MAGDALENA,47288,FUNDACIÓN,3237,64852,"4,99"
2016,2,17,CALDAS,17486,NEIRA,461,21335,"2,16"
2016,1,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,90422,680030,"13,30"
2018,3,08,ATLÁNTICO,08137,CAMPO DE LA CRUZ,67,22879,"0,29"
2018,4,44,LA GUAJIRA,44090,DIBULLA,209,37740,"0,55"
2019,3,54,NORTE DE SANTANDER,54125,CÁCOTA,39,2855,"1,37"
2020,3,68,SANTANDER,68162,CERRITO,175,6914,"2,53"
2017,3,18,CAQUETA,18785,SOLITA,11,6340,"0,17"
2020,2,08,ATLÁNTICO,08606,REPELÓN,449,27729,"1,62"
2016,2,52,NARIÑO,52411,LINARES,115,10464,"1,10"
2016,2,91,AMAZONAS,91540,PUERTO NARIÑO,7,9313,"0,08"
2017,3,15,BOYACÁ,15839,TUTAZÁ,34,2030,"1,67"
2017,4,76,VALLE DEL CAUCA,76869,VIJES,343,12587,"2,73"
2016,4,27,CHOCÓ,27001,QUIBDÓ,14167,127119,"11,14"
2016,1,15,BOYACÁ,15723,SATIVASUR,15,1083,"1,39"
2020,4,17,CALDAS,17433,MANZANARES,943,18345,"5,14"
2018,1,68,SANTANDER,68895,ZAPATOCA,372,9466,"3,93"
2020,3,70,SUCRE,70708,SAN MARCOS,1362,59600,"2,29"
2016,2,63,QUINDÍO,63130,CALARCA,7721,71320,"10,83"
2017,4,05,ANTIOQUIA,05129,CALDAS,16338,78000,"20,95"
2018,2,05,ANTIOQUIA,05847,URRAO,1566,30127,"5,20"
2016,2,25,CUNDINAMARCA,25214,COTA,5720,29221,"19,57"
2019,2,70,SUCRE,70670,SAMPUÉS,1753,47746,"3,67"
2018,1,05,ANTIOQUIA,05475,MURINDÓ,65,4911,"1,32"
2016,4,05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,3187,35308,"9,03"
2018,4,25,CUNDINAMARCA,25214,COTA,7186,32691,"21,98"
2017,2,41,HUILA,41872,VILLAVIEJA,35,7211,"0,49"
2016,2,76,VALLE DEL CAUCA,76622,ROLDANILLO,3403,36746,"9,26"
2019,3,86,PUTUMAYO,86749,SIBUNDOY,1156,15217,"7,60"
2020,3,76,VALLE DEL CAUCA,76275,FLORIDA,5261,58076,"9,06"
2015,4,76,VALLE DEL CAUCA,76823,TORO,322,14871,"2,17"
2020,3,25,CUNDINAMARCA,25151,CAQUEZA,1231,18228,"6,75"
2018,2,47,MAGDALENA,47161,CERRO SAN ANTONIO,8,9890,"0,08"
2018,3,27,CHOCÓ,27099,BOJAYA,88,12073,"0,73"
2019,2,05,ANTIOQUIA,05154,CAUCASIA,10945,93044,"11,76"
2020,1,05,ANTIOQUIA,05789,TÁMESIS,1302,16672,"7,81"
2019,2,41,HUILA,41530,PALESTINA,6,11282,"0,05"
2017,1,85,CASANARE,85400,TÁMARA,122,6868,"1,78"
2017,2,86,PUTUMAYO,86569,PUERTO CAICEDO,18,15824,"0,11"
2019,3,68,SANTANDER,68162,CERRITO,113,6838,"1,65"
2019,1,76,VALLE DEL CAUCA,76275,FLORIDA,4369,57696,"7,57"
2018,3,19,CAUCA,19397,LA VEGA,48,24501,"0,20"
2018,2,66,RISARALDA,66170,DOSQUEBRADAS,45254,217178,"20,84"
2018,3,68,SANTANDER,68820,TONA,74,7373,"1,00"
2020,2,05,ANTIOQUIA,05313,GRANADA,911,10414,"8,75"
2015,4,95,GUAVIARE,95025,EL RETORNO,29,12382,"0,23"
2020,3,18,CAQUETA,18785,SOLITA,27,6271,"0,43"
2015,4,50,META,50325,MAPIRIPÁN,9,6976,"0,13"
2018,1,19,CAUCA,19001,POPAYÁN,52219,318059,"16,42"
2017,2,52,NARIÑO,52621,ROBERTO PAYÁN,8,12624,"0,06"
2018,2,13,BOLÍVAR,13052,ARJONA,2920,69503,"4,20"
2019,4,54,NORTE DE SANTANDER,54250,EL TARRA,997,21145,"4,72"
2019,3,17,CALDAS,17433,MANZANARES,582,17805,"3,27"
2017,3,54,NORTE DE SANTANDER,54599,RAGONVALIA,17,5673,"0,30"
2019,2,73,TOLIMA,73283,FRESNO,617,31124,"1,98"
2018,1,05,ANTIOQUIA,05789,TÁMESIS,1102,16281,"6,77"
2019,3,50,META,50450,PUERTO CONCORDIA,181,8484,"2,13"
2020,1,25,CUNDINAMARCA,25181,CHOACHÍ,657,11673,"5,63"
2015,4,15,BOYACÁ,15293,GACHANTIVÁ,29,2848,"1,02"
2020,4,47,MAGDALENA,47189,CIÉNAGA,6141,126370,"4,86"
2019,1,19,CAUCA,19785,SUCRE,13,9582,"0,14"
2019,2,13,BOLÍVAR,13657,SAN JUAN NEPOMUCENO,1723,37765,"4,56"
2019,4,05,ANTIOQUIA,05665,SAN PEDRO DE URABA,1132,31571,"3,59"
2020,1,70,SUCRE,70823,SAN JOSÉ DE TOLUVIEJO,488,22196,"2,20"
2017,4,52,NARIÑO,52835,TUMACO - SAN ANDRES DE TUMACO,3441,249983,"1,38"
2018,1,25,CUNDINAMARCA,25740,SIBATÉ,3919,33491,"11,70"
2018,2,17,CALDAS,17614,RIOSUCIO,2388,50775,"4,70"
2017,2,17,CALDAS,17088,BELALCÁZAR,180,10724,"1,68"
2019,2,91,AMAZONAS,91530,PUERTO ALEGRÍA,1,759,"0,13"
2020,1,05,ANTIOQUIA,05040,ANORÍ,1131,18978,"5,96"
2017,4,05,ANTIOQUIA,05234,DABEIBA,845,22836,"3,70"
2016,2,76,VALLE DEL CAUCA,76606,RESTREPO,336,15286,"2,20"
2018,1,05,ANTIOQUIA,05318,GUARNE,6573,55121,"11,92"
2015,4,52,NARIÑO,52405,LEIVA,2,9877,"0,02"
2017,3,91,AMAZONAS,91405,LA CHORRERA,1,2910,"0,03"
2016,1,68,SANTANDER,68207,CONCEPCIÓN,105,5803,"1,81"
2016,3,08,ATLÁNTICO,08549,PIOJÓ,3,6295,"0,05"
2017,2,68,SANTANDER,68500,OIBA,106,10666,"0,99"
2016,1,25,CUNDINAMARCA,25317,GUACHETÁ,196,12447,"1,57"
2020,4,25,CUNDINAMARCA,25407,LENGUAZAQUE,212,10769,"1,97"
2020,4,47,MAGDALENA,47030,ALGARROBO,383,16622,"2,30"
2018,3,15,BOYACÁ,15522,PANQUEBA,31,1717,"1,81"
2019,1,13,BOLÍVAR,13222,CLEMENCIA,429,15014,"2,86"
2018,1,17,CALDAS,17174,CHINCHINÁ,6512,51271,"12,70"
2020,3,25,CUNDINAMARCA,25426,MACHETA,37,6437,"0,57"
2020,4,15,BOYACÁ,15380,LA CAPILLA,15,2745,"0,55"
2020,4,63,QUINDÍO,63111,BUENAVISTA,35,3165,"1,11"
2018,2,70,SUCRE,70717,SAN PEDRO,12,18590,"0,06"
2018,4,73,TOLIMA,73671,SALDAÑA,420,14435,"2,91"
2018,2,54,NORTE DE SANTANDER,54405,LOS PATIOS,11334,89091,"12,72"
2017,3,05,ANTIOQUIA,05659,SAN JUAN DE URABÁ,541,19687,"2,75"
2018,1,25,CUNDINAMARCA,25245,EL COLEGIO,814,23886,"3,41"
2019,3,25,CUNDINAMARCA,25286,FUNZA,20857,99387,"20,99"
2016,1,05,ANTIOQUIA,05861,VENECIA,911,11634,"7,83"
2020,3,54,NORTE DE SANTANDER,54680,SANTIAGO,38,3661,"1,04"
2019,2,19,CAUCA,19585,PURACÉ,68,17423,"0,39"
2020,1,13,BOLÍVAR,13062,ARROYOHONDO,23,8534,"0,27"
2016,3,15,BOYACÁ,15491,NOBSA,704,15533,"4,53"
2018,2,81,ARAUCA,81300,FORTUL,14,18938,"0,07"
